GID,SYMBOL,GENENAME
SEN_RS01045,hemL,glutamate-1-semialdehyde 2-1-aminomutase
SEN_RS07275,nifJ,pyruvate:ferredoxin (flavodoxin) oxidoreductase
SEN_RS11420,SEN_RS11420,LysR family transcriptional regulator
SEN_RS24890,SEN_RS24890,hypothetical protein
SEN_RS06755,SEN_RS06755,ferritin-like domain-containing protein
SEN_RS06145,SEN_RS06145,YebW family protein
SEN_RS09560,SEN_RS09560,alpha/beta hydrolase
SEN_RS03390,ybfE,LexA regulated protein
SEN_RS19010,yidZ,HTH-type transcriptional regulator YidZ
SEN_RS20560,thiG,thiazole synthase
SEN_RS15690,parC,DNA topoisomerase IV subunit A
SEN_RS15010,prfB,peptide chain release factor 2
SEN_RS15220,SEN_RS15220,zinc-binding alcohol dehydrogenase family protein
SEN_RS05885,SEN_RS05885,MBL fold metallo-hydrolase
SEN_RS14595,SEN_RS14595,glycerate kinase
SEN_RS19240,SEN_RS19240,tRNA-Trp
SEN_RS08565,ssaD,SctD family type III secretion system inner membrane ring subunit SsaD
SEN_RS13645,SEN_RS13645,TonB-dependent siderophore receptor
SEN_RS16085,gatA,PTS galactitol transporter subunit IIA
SEN_RS15410,SEN_RS15410,MaoC family dehydratase
SEN_RS21675,fklB,FKBP-type peptidyl-prolyl cis-trans isomerase
SEN_RS11425,SEN_RS11425,YeiH family protein
SEN_RS23605,SEN_RS23605,IS1 family transposase
SEN_RS02540,allR,HTH-type transcriptional repressor AllR
SEN_RS03885,moaD,molybdopterin synthase sulfur carrier subunit
SEN_RS24815,SEN_RS24815,YshB family small membrane protein
SEN_RS18820,ibpB,heat shock chaperone IbpB
SEN_RS00535,SEN_RS00535,DedA family protein
SEN_RS02035,SEN_RS02035,DUF3251 domain-containing protein
SEN_RS12300,prmB,50S ribosomal protein L3 N(5)-glutamine methyltransferase
SEN_RS10455,SEN_RS10455,DUF1493 family protein
SEN_RS08570,spiA,SPI-2 type III secretion system protein SpiA
SEN_RS00270,SEN_RS00270,response regulator
SEN_RS01050,clcA,H(+)/Cl(-) exchange transporter ClcA
SEN_RS20840,ubiC,chorismate lyase
SEN_RS17840,SEN_RS17840,MHS family MFS transporter
SEN_RS11430,nfo,deoxyribonuclease IV
SEN_RS16905,rpmJ,50S ribosomal protein L36
SEN_RS03305,SEN_RS03305,tRNA-Leu
SEN_RS06295,SEN_RS06295,RidA family protein
SEN_RS03395,ybfF,esterase
SEN_RS04990,SEN_RS04990,4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase
SEN_RS18515,ligB,NAD-dependent DNA ligase LigB
SEN_RS22750,rprA,antisense sRNA RprA
SEN_RS16980,rpsC,30S ribosomal protein S3
SEN_RS00545,thiP,thiamine/thiamine pyrophosphate ABC transporter permease ThiP
SEN_RS19280,ilvD,dihydroxy-acid dehydratase
SEN_RS19015,SEN_RS19015,4'-phosphopantetheinyl transferase superfamily protein
SEN_RS09565,nagZ,beta-N-acetylhexosaminidase
SEN_RS04260,potG,putrescine ABC transporter ATP-binding subunit PotG
SEN_RS06600,narJ,nitrate reductase molybdenum cofactor assembly chaperone
SEN_RS04475,lrp,leucine-responsive transcriptional regulator Lrp
SEN_RS14600,gudD,glucarate dehydratase
SEN_RS23660,SEN_RS23660,hypothetical protein
SEN_RS08575,spiC,SPI-2 type III secretion system protein SpiC
SEN_RS22135,SEN_RS22135,YebC/PmpR family DNA-binding transcriptional regulator
SEN_RS05465,dcyD,D-cysteine desulfhydrase
SEN_RS22440,SEN_RS22440,tRNA-Leu
SEN_RS15475,SEN_RS15475,polysaccharide deacetylase
SEN_RS11435,fruA,PTS fructose transporter subunit IIBC
SEN_RS18030,SEN_RS18030,N-acetyltransferase
SEN_RS21210,dcuR,two-component system response regulator DcuR
SEN_RS05770,znuC,zinc ABC transporter ATP-binding protein ZnuC
SEN_RS02545,gcl,glyoxylate carboligase
SEN_RS03890,moaE,molybdopterin synthase catalytic subunit MoaE
SEN_RS21950,rraB,ribonuclease E inhibitor RraB
SEN_RS01855,SEN_RS01855,DUF2754 family protein
SEN_RS00540,thiQ,thiamine ABC transporter ATP-binding protein ThiQ
SEN_RS19470,SEN_RS19470,lipoprotein
SEN_RS00365,caiB,L-carnitine CoA-transferase
SEN_RS21530,rnr,ribonuclease R
SEN_RS02040,nrdR,transcriptional regulator NrdR
SEN_RS17200,bigA,autotransporter adhesin BigA
SEN_RS15865,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
SEN_RS12305,smrB,endonuclease SmrB
SEN_RS14605,SEN_RS14605,glucarate dehydratase
SEN_RS07540,SEN_RS07540,hypothetical protein
SEN_RS20140,lsrF,3-hydroxy-5-phosphonooxypentane-2-4-dione thiolase
SEN_RS07015,mpaA,murein tripeptide amidase MpaA
SEN_RS08580,SEN_RS08580,two component system sensor kinase
SEN_RS13655,pipB2,SPI-2 type III secretion system effector PipB2
SEN_RS01055,erpA,iron-sulfur cluster insertion protein ErpA
SEN_RS24300,SEN_RS24300,hypothetical protein
SEN_RS11440,fruK,1-phosphofructokinase
SEN_RS20565,thiS,sulfur carrier protein ThiS
SEN_RS05995,SEN_RS05995,hypothetical protein
SEN_RS17460,SEN_RS17460,dihydrodipicolinate synthase family protein
SEN_RS06150,SEN_RS06150,DUF1480 family protein
SEN_RS08160,SEN_RS08160,GlpM family protein
SEN_RS03400,seqA,replication initiation negative regulator SeqA
SEN_RS19020,SEN_RS19020,NAD(P)H-dependent oxidoreductase
SEN_RS09570,thiK,thiamine kinase
SEN_RS15015,recJ,single-stranded-DNA-specific exonuclease RecJ
SEN_RS00130,SEN_RS00130,fimbrial protein BcfF
SEN_RS16615,yhcN,peroxide/acid stress response protein YhcN
SEN_RS08585,SEN_RS08585,two component system response regulator
SEN_RS13660,SEN_RS13660,VirK family antimicrobial peptide resistance protein
SEN_RS16090,gatB,PTS galactitol transporter subunit IIB
SEN_RS22320,SEN_RS22320,BrnA antitoxin family protein
SEN_RS04680,asnS,asparagine--tRNA ligase
SEN_RS04745,SEN_RS04745,SOS response-associated peptidase
SEN_RS11445,fruB,fused PTS fructose transporter subunit IIA/HPr protein
SEN_RS02550,hyi,hydroxypyruvate isomerase
SEN_RS03895,SEN_RS03895,Bax inhibitor-1/YccA family protein
SEN_RS18175,yiaM,2-3-diketo-L-gulonate TRAP transporter small permease YiaM
SEN_RS02045,ribD,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
SEN_RS05235,SEN_RS05235,IS3-like element IS1230B family transposase
SEN_RS21075,nrfD,cytochrome c nitrite reductase subunit NrfD
SEN_RS18400,rfaY,lipopolysaccharide core heptose(II) kinase RfaY
SEN_RS12310,sixA,phosphohistidine phosphatase SixA
SEN_RS14610,gudP,galactarate/glucarate/glycerate transporter GudP
SEN_RS10460,SEN_RS10460,hypothetical protein
SEN_RS20315,SEN_RS20315,glycerol dehydrogenase
SEN_RS17610,livH,high-affinity branched-chain amino acid ABC transporter permease LivH
SEN_RS08590,SEN_RS08590,MerR family transcriptional regulator
SEN_RS13665,SEN_RS13665,antimicrobial resistance protein Mig-14
SEN_RS01060,SEN_RS01060,TRIC cation channel family protein
SEN_RS20845,ubiA,4-hydroxybenzoate octaprenyltransferase
SEN_RS11450,setB,sugar efflux transporter SetB
SEN_RS21495,hfq,RNA chaperone Hfq
SEN_RS17100,kefG,glutathione-regulated potassium-efflux system ancillary protein KefG
SEN_RS04995,hpaE,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
SEN_RS16985,rplV,50S ribosomal protein L22
SEN_RS19285,ilvA,threonine ammonia-lyase- biosynthetic
SEN_RS03405,pgm,alpha-D-glucose phosphate-specific phosphoglucomutase
SEN_RS19025,adeP,adenine permease AdeP
SEN_RS09575,lpoB,penicillin-binding protein activator LpoB
SEN_RS08020,SEN_RS08020,YnfA family protein
SEN_RS04265,potH,putrescine ABC transporter permease PotH
SEN_RS17355,gntX,DNA utilization protein GntX
SEN_RS04480,ftsK,DNA translocase FtsK
SEN_RS23735,SEN_RS23735,hypothetical protein
SEN_RS21715,SEN_RS21715,bifunctional 2'-3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
SEN_RS08595,SEN_RS08595,DUF523 and DUF1722 domain-containing protein
SEN_RS13675,SEN_RS13675,HoxN/HupN/NixA family nickel/cobalt transporter
SEN_RS05470,tcyL,cystine ABC transporter permease
SEN_RS21360,efp,elongation factor P
SEN_RS11455,SEN_RS11455,membrane protein
SEN_RS02975,SEN_RS02975,dimethyl sulfoxide reductase anchor subunit family protein
SEN_RS21845,SEN_RS21845,type II toxin-antitoxin system RelB/DinJ family antitoxin
SEN_RS03900,SEN_RS03900,Bax inhibitor-1 family protein
SEN_RS07485,SEN_RS07485,M42 family metallopeptidase
SEN_RS22850,SEN_RS22850,DUF4102 domain-containing protein
SEN_RS19475,dapF,diaminopimelate epimerase
SEN_RS00550,SEN_RS00550,thiamine ABC transporter substrate binding subunit
SEN_RS00505,SEN_RS00505,YdcF family protein
SEN_RS02050,ribE,6-7-dimethyl-8-ribityllumazine synthase
SEN_RS06440,appB,cytochrome d ubiquinol oxidase subunit II
SEN_RS12315,fadJ,fatty acid oxidation complex subunit alpha FadJ
SEN_RS14615,SEN_RS14615,flavodoxin
SEN_RS08265,rsxG,electron transport complex subunit RsxG
SEN_RS10475,SEN_RS10475,EmmdR/YeeO family multidrug/toxin efflux MATE transporter
SEN_RS13680,SEN_RS13680,sensor histidine kinase
SEN_RS08600,fumD,fumarate hydratase FumD
SEN_RS07020,SEN_RS07020,peptide ABC transporter substrate-binding protein
SEN_RS01065,btuF,vitamin B12 ABC transporter substrate-binding protein BtuF
SEN_RS07285,SEN_RS07285,DUF333 domain-containing protein
SEN_RS11460,SEN_RS11460,membrane protein
SEN_RS22190,SEN_RS22190,type VI secretion system tube protein Hcp
SEN_RS23935,SEN_RS23935,hypothetical protein
SEN_RS15695,SEN_RS15695,AraC family transcriptional regulator
SEN_RS06760,SEN_RS06760,ferritin-like domain-containing protein
SEN_RS06155,rsmF,16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF
SEN_RS20570,SEN_RS20570,HesA/MoeB/ThiF family protein
SEN_RS03410,SEN_RS03410,pyridoxamine 5'-phosphate oxidase family protein
SEN_RS19030,yieH,6-phosphogluconate phosphatase
SEN_RS09580,SEN_RS09580,YcfL family protein
SEN_RS15020,dsbC,bifunctional protein-disulfide isomerase/oxidoreductase DsbC
SEN_RS16805,SEN_RS16805,gamma carbonic anhydrase family protein
SEN_RS18270,SEN_RS18270,DUF3251 domain-containing protein
SEN_RS15225,SEN_RS15225,mannitol dehydrogenase family protein
SEN_RS14620,truC,tRNA pseudouridine(65) synthase TruC
SEN_RS08605,ttrR,two-component system response regulator TtrR
SEN_RS13685,tctD,transcriptional regulator TctD
SEN_RS16095,SEN_RS16095,PTS galactitol transporter subunit IIC
SEN_RS11465,SEN_RS11465,YkgJ family cysteine cluster protein
SEN_RS12980,SEN_RS12980,hypothetical protein
SEN_RS02560,SEN_RS02560,MFS transporter
SEN_RS03905,SEN_RS03905,hypothetical protein
SEN_RS07630,steA,type III secretion system effector SteA
SEN_RS02875,entS,enterobactin transporter EntS
SEN_RS18825,ibpA,heat shock chaperone IbpA
SEN_RS00555,sgrR,HTH-type transcriptional regulator SgrR
SEN_RS19760,glnG,nitrogen regulation protein NR(I)
SEN_RS05240,SEN_RS05240,hypothetical protein
SEN_RS07855,cybH,Ni/Fe-hydrogenase- b-type cytochrome subunit
SEN_RS12320,fadI,acetyl-CoA C-acyltransferase FadI
SEN_RS14625,SEN_RS14625,YqcC family protein
SEN_RS16785,rrf,5S ribosomal RNA
SEN_RS10490,ldtA,L-D-transpeptidase
SEN_RS17615,livK,high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK
SEN_RS08610,ttrS,two-component system sensor histidine kinase TtrS
SEN_RS13695,SEN_RS13695,tripartite tricarboxylate transporter substrate binding protein
SEN_RS01070,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
SEN_RS20850,plsB,glycerol-3-phosphate 1-O-acyltransferase PlsB
SEN_RS17845,SEN_RS17845,AsmA family protein
SEN_RS11470,yeiP,elongation factor P-like protein YeiP
SEN_RS06300,SEN_RS06300,ATP-dependent DNA helicase
SEN_RS05000,hpaD,3-4-dihydroxyphenylacetate 2-3-dioxygenase
SEN_RS16990,rpsS,30S ribosomal protein S19
SEN_RS19290,SEN_RS19290,type II toxin-antitoxin system RelE/ParE family toxin
SEN_RS03415,potE,putrescine-ornithine antiporter
SEN_RS19035,phoU,phosphate signaling complex protein PhoU
SEN_RS09585,hinT,purine nucleoside phosphoramidase
SEN_RS12325,SEN_RS12325,YfcZ/YiiS family protein
SEN_RS04270,potI,putrescine ABC transporter permease PotI
SEN_RS02055,nusB,transcription antitermination factor NusB
SEN_RS07925,SEN_RS07925,sugar transporter
SEN_RS04485,lolA,outer membrane lipoprotein chaperone LolA
SEN_RS10495,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
SEN_RS06605,narI,respiratory nitrate reductase subunit gamma
SEN_RS08615,ttrB,tetrathionate reductase subunit TtrB
SEN_RS13700,SEN_RS13700,tripartite tricarboxylate transporter TctB family protein
SEN_RS02565,SEN_RS02565,putative allantoin permease
SEN_RS22580,gpmB,2-3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB
SEN_RS15480,SEN_RS15480,carbon-nitrogen hydrolase family protein
SEN_RS11475,SEN_RS11475,GTP-binding protein
SEN_RS03910,SEN_RS03910,hypothetical protein
SEN_RS21215,dcuS,two-component system sensor histidine kinase DcuS
SEN_RS05775,znuA,zinc ABC transporter substrate-binding protein ZnuA
SEN_RS21955,miaE,tRNA 2-methylthio-N6-isopentenyl adenosine(37) hydroxylase MiaE
SEN_RS00560,sgrT,glucose uptake inhibitor SgrT
SEN_RS19480,SEN_RS19480,DUF484 domain-containing protein
SEN_RS12330,fadL,long-chain fatty acid transporter FadL
SEN_RS17205,SEN_RS17205,YhfL family protein
SEN_RS20145,lsrG,(4S)-4-hydroxy-5-phosphonooxypentane-2-3-dione isomerase
SEN_RS14630,syd,SecY-interacting protein
SEN_RS05645,cheB,protein-glutamate methylesterase/protein glutamine deamidase
SEN_RS10500,cobS,adenosylcobinamide-GDP ribazoletransferase
SEN_RS07025,SEN_RS07025,aromatic alcohol reductase
SEN_RS08620,ttrC,tetrathionate reductase subunit TtrC
SEN_RS13705,SEN_RS13705,tripartite tricarboxylate transporter permease
SEN_RS18675,dagR,transcriptional regulator DagR
SEN_RS01075,dgt,dGTPase
SEN_RS15870,rpsU,30S ribosomal protein S21
SEN_RS07290,hslJ,heat shock protein HslJ
SEN_RS11480,SEN_RS11480,phosphatase PAP2 family protein
SEN_RS13895,SEN_RS13895,tRNA-Ser
SEN_RS21535,rlmB,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
SEN_RS09590,fhuE,ferric-rhodotorulic acid/ferric-coprogen receptor FhuE
SEN_RS12335,mlaA,phospholipid-binding lipoprotein MlaA
SEN_RS15025,xerD,site-specific tyrosine recombinase XerD
SEN_RS02385,SEN_RS02385,YbaB/EbfC family nucleoid-associated protein
SEN_RS20575,thiE,thiamine phosphate synthase
SEN_RS16620,SEN_RS16620,hypothetical protein
SEN_RS07730,bdm,biofilm-dependent modulation protein
SEN_RS10505,cobU,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
SEN_RS08625,ttrA,tetrathionate reductase subunit TtrA
SEN_RS13710,csiD,carbon starvation induced protein CsiD
SEN_RS02570,allB,allantoinase AllB
SEN_RS23040,SEN_RS23040,hypothetical protein
SEN_RS11485,mepS,bifunctional murein DD-endopeptidase/murein LD-carboxypeptidase
SEN_RS03915,SEN_RS03915,UPF0104 family protein
SEN_RS17510,gntR,gluconate operon transcriptional repressor GntR
SEN_RS00565,SEN_RS00565,hypothetical protein
SEN_RS03420,speF,ornithine decarboxylase SpeF
SEN_RS12340,SEN_RS12340,formate/nitrite transporter family protein
SEN_RS18405,rfaJ,lipopolysaccharide 1-2-glucosyltransferase RfaJ
SEN_RS20320,fsa,fructose-6-phosphate aldolase
SEN_RS14635,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF
SEN_RS16335,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
SEN_RS10510,SEN_RS10510,cobyric acid synthase
SEN_RS17620,panM,aspartate 1-decarboxylase autocleavage activator PanM
SEN_RS08630,SEN_RS08630,DeoR family transcriptional regulator
SEN_RS13715,lhgO,L-2-hydroxyglutarate oxidase
SEN_RS01080,degP,serine endoprotease DegP
SEN_RS20855,SEN_RS20855,diacylglycerol kinase
SEN_RS05245,SEN_RS05245,hypothetical protein
SEN_RS06160,SEN_RS06160,PqiB family protein
SEN_RS11490,SEN_RS11490,cyclic di-GMP phosphodiesterase
SEN_RS21620,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD
SEN_RS17105,SEN_RS17105,ABC transporter ATP-binding protein
SEN_RS00135,bcfG,fimbrial chaperone BcfG
SEN_RS19040,pstB,phosphate ABC transporter ATP-binding protein PstB
SEN_RS05005,SEN_RS05005,5-carboxymethyl-2-hydroxymuconate Delta-isomerase
SEN_RS19295,SEN_RS19295,XRE family transcriptional regulator
SEN_RS22410,SEN_RS22410,response regulator transcription factor
SEN_RS09595,ptsG,PTS glucose transporter subunit IIBC
SEN_RS08025,SEN_RS08025,DUF1283 family protein
SEN_RS04275,SEN_RS04275,YbjO family protein
SEN_RS02060,thiL,thiamine-phosphate kinase
SEN_RS04490,rarA,replication-associated recombination protein RarA
SEN_RS10515,SEN_RS10515,energy-coupling factor ABC transporter ATP-binding protein
SEN_RS08635,SEN_RS08635,hypothetical protein
SEN_RS17360,nfuA,Fe-S biogenesis protein NfuA
SEN_RS13720,gabD,NADP-dependent succinate-semialdehyde dehydrogenase
SEN_RS05475,yecC,L-cystine ABC transporter ATP-binding protein YecC
SEN_RS02575,SEN_RS02575,uracil/xanthine transporter
SEN_RS11495,SEN_RS11495,ABC transporter substrate-binding protein
SEN_RS21850,SEN_RS21850,type II toxin-antitoxin system RelE/ParE family toxin
SEN_RS16500,nanA,N-acetylneuraminate lyase
SEN_RS21365,SEN_RS21365,entericidin A/B family lipoprotein
SEN_RS03920,clsB,cardiolipin synthase ClsB
SEN_RS24160,SEN_RS24160,IS3 family transposase
SEN_RS00570,leuD,3-isopropylmalate dehydratase small subunit
SEN_RS24595,SEN_RS24595,DUF2618 domain-containing protein
SEN_RS04685,SEN_RS04685,Lrp/AsnC family transcriptional regulator
SEN_RS24390,SEN_RS24390,transposase
SEN_RS06445,appC,cytochrome bd-II oxidase subunit 1
SEN_RS20150,SEN_RS20150,epimerase
SEN_RS18065,cueP,copper-binding periplasmic metallochaperone CueP
SEN_RS12985,SEN_RS12985,outer membrane protein RatA
SEN_RS14640,ppnN,nucleotide 5'-monophosphate nucleosidase
SEN_RS21765,SEN_RS21765,metallo-dependent hydrolase
SEN_RS10520,SEN_RS10520,energy-coupling factor ABC transporter transmembrane protein
SEN_RS07030,SEN_RS07030,LysR family transcriptional regulator
SEN_RS08640,SEN_RS08640,proline iminopeptidase-family hydrolase
SEN_RS13725,gabT,4-aminobutyrate--2-oxoglutarate transaminase
SEN_RS08270,SEN_RS08270,electron transport complex subunit E
SEN_RS01085,cdaR,DNA-binding transcriptional regulator CdaR
SEN_RS19980,SEN_RS19980,L-rhamnose isomerase
SEN_RS07295,ldhA,D-lactate dehydrogenase
SEN_RS11500,SEN_RS11500,microcin C ABC transporter permease YejB
SEN_RS06765,SEN_RS06765,general stress protein
SEN_RS09270,SEN_RS09270,tRNA-Arg
SEN_RS00595,leuO,transcriptional regulator LeuO
SEN_RS09600,SEN_RS09600,metal-dependent hydrolase
SEN_RS15700,SEN_RS15700,YgiW/YdeI family stress tolerance OB fold protein
SEN_RS15030,fldB,flavodoxin FldB
SEN_RS25010,SEN_RS25010,hypothetical protein
SEN_RS16810,SEN_RS16810,DUF1488 domain-containing protein
SEN_RS14645,sdaC,HAAAP family serine/threonine permease SdaC
SEN_RS08645,SEN_RS08645,APC family permease
SEN_RS13730,gabP,GABA permease
SEN_RS16100,gatD,galactitol-1-phosphate 5-dehydrogenase
SEN_RS02580,glxK,glycerate 3-kinase
SEN_RS04755,SEN_RS04755,hypothetical protein
SEN_RS11505,SEN_RS11505,ABC transporter permease
SEN_RS16910,secY,preprotein translocase subunit SecY
SEN_RS22245,SEN_RS22245,NAD-dependent succinate-semialdehyde dehydrogenase
SEN_RS06845,acnA,aconitate hydratase AcnA
SEN_RS03925,SEN_RS03925,endonuclease/exonuclease/phosphatase family protein
SEN_RS19410,SEN_RS19410,tRNA-Arg
SEN_RS18830,SEN_RS18830,YceK/YidQ family lipoprotein
SEN_RS00575,leuC,3-isopropylmalate dehydratase large subunit
SEN_RS03430,kdpE,two-component system response regulator KdpE
SEN_RS12350,SEN_RS12350,GtrA family protein
SEN_RS14650,sdaB,L-serine ammonia-lyase II
SEN_RS19765,glnL,nitrogen regulation protein NR(II)
SEN_RS10525,SEN_RS10525,energy-coupling factor ABC transporter substrate-binding protein
SEN_RS17625,SEN_RS17625,hypothetical protein
SEN_RS08650,pykF,pyruvate kinase PykF
SEN_RS16340,ibaG,BolA family iron metabolism protein IbaG
SEN_RS00275,SEN_RS00275,sensor histidine kinase
SEN_RS01090,SEN_RS01090,viral enhancing factor
SEN_RS11510,yejF,microcin C ABC transporter ATP-binding protein YejF
SEN_RS06305,tsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
SEN_RS03310,SEN_RS03310,tRNA-Met
SEN_RS20430,SEN_RS20430,tRNA-Ile
SEN_RS05250,SEN_RS05250,hypothetical protein
SEN_RS00335,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
SEN_RS19045,pstA,phosphate ABC transporter permease PstA
SEN_RS05010,hpaH,2-oxo-hepta-3-ene-1-7-dioic acid hydratase
SEN_RS19300,ilvY,HTH-type transcriptional activator IlvY
SEN_RS09605,holB,DNA polymerase III subunit delta'
SEN_RS18520,gmk,guanylate kinase
SEN_RS04280,rlmC,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
SEN_RS02065,pgpA,phosphatidylglycerophosphatase A
SEN_RS07930,SEN_RS07930,MarC family NAAT transporter
SEN_RS05780,mepM,murein DD-endopeptidase MepM
